book_name,author,number_of_reviews,rating(5),publishing_house,year_of_publication,bookbinding,quantity_of_pages,language,quantity_of_ratings_5,quantity_of_ratings_4,quantity_of_ratings_3,quantity_of_ratings_2,quantity_of_ratings_1
"Поступай как женщина, думай как мужчина. Почему мужчины любят, но не женятся, и другие секреты сильного пола", С. Харви,1,5,Бомбора,2019,мягкая обложка,256,Русский,1,0,0,0,0
"Мечтать не вредно. Как получить то, чего действительно хочешь"," Э. Готтлиб, Б. Шер",17,4.9,"Манн, Иванов и Фербер",2016,твердый переплет,352,Русский,16,0,1,0,0
Поток: Психология оптимального переживания, М. Чиксентмихайи,10,5,Альпина нон-фикшн,2020,твердый переплет,461,Русский,10,0,0,0,0
Черный лебедь. Под знаком непредсказуемости. Включает эссе-постскриптум «О секретах устойчивости» и афоризмы автора, Талеб Н.Н.,8,4.5,Иностранка / КоЛибри,2018,твердый переплет,736,Русский,5,2,1,0,0
Повелитель мух, У. Дж. Голдинг,,,АСТ,2017,твердый переплет,320,Русский,,,,,
И эхо летит по горам, Х. Хоссейни,27,4.9,Фантом Пресс,2017,твердый переплет,448,Русский,24,2,1,0,0
"Ты сильнее, чем ты думаешь. Гид по твоей самооценке", Г. Кауфман,5,5,"Манн, Иванов и Фербер",2018,мягкая обложка,136,Русский,5,0,0,0,0
Страна шести городов. Дневник путешествия на Иссык-Куль, Ч. Ч. Валиханов,7,5,Эксмо,2017,твердый переплет,448,Русский,7,0,0,0,0
Монтессори. 150 занятий с малышом дома, Д. Сильви,2,4.5,Эксмо,2018,твердый переплет,,Русский,1,1,0,0,0
Мемуары гейши, А. Голден,19,4.8,АСТ,2015,мягкая обложка,512,Русский,18,0,0,1,0
Фиалки в марте, С. Джио,51,4.9,Эксмо,2017,мягкая обложка,352,Русский,47,3,0,0,1
Стихи и сказки для малышей, К. И. Чуковский,232,4.9,Росмэн,2012,твердый переплет,144,Русский,209,18,3,2,0
История Земли: от звездной пыли к звездной пыли," А. Нелихов, А. Н. Иванов",3,5,"Манн, Иванов и Фербер",2019,твердый переплет,,Русский,3,0,0,0,0
Мама и сын. Как вырастить из мальчика мужчину, М. Микер,53,4.8,Эксмо,2017,мягкая обложка,352,Русский,47,3,3,0,0
Приключения Шерлока Холмса, А. К. Дойл,39,4.9,Эксмо,2017,твердый переплет,352,Русский,37,2,0,0,0
Карта желаний. Подари себе новую жизнь, А. Кольчугина,3,5,Эксмо,2019,твердый переплет,192,Русский,3,0,0,0,0
Бизнес с нуля. Метод Lean Startup для быстрого тестирования идей и выбора бизнес-модели, Э. Рис,2,5,Альпина Паблишер,2018,суперобложка,253,Русский,2,0,0,0,0
Рисунок. Основы учебного академического рисунка, Н. Г. Ли,25,5,Эксмо,2012,твердый переплет,480,Русский,24,1,0,0,0
Жестокий принц, Х. Блэк,9,4.9,Freedom,2018,твердый переплет,480,Русский,8,1,0,0,0
"Человек, который принял жену за шляпу, и другие истории из врачебной практики", О. Сакс,14,4.8,АСТ,2015,мягкая обложка,352,Русский,12,1,1,0,0
Шантарам, Г. Д. Робертс,181,4.9,Азбука,2010,твердый переплет,864,Русский,165,11,5,0,0
"Не навреди. Истории о жизни, смерти и нейрохирургии", Г. Марш,74,4.9,Эксмо,2016,твердый переплет,320,Русский,68,6,0,0,0
"От хорошего к великому. Почему одни компании совершают прорыв, а другие нет...", Д. Коллинз,15,4.7,"Манн, Иванов и Фербер",2016,мягкая обложка,320,Русский,12,2,1,0,0
"Иди туда, где страшно. Именно там ты обретешь силу", Д. Лоулесс,4,4.5,Бомбора,2018,твердый переплет,304,Русский,3,0,1,0,0
Продавец обуви. История компании Nike, Ф. Найт,32,4.9,Эксмо,2016,твердый переплет,512,Русский,30,2,0,0,0
Замок из стекла, Дж. Уоллс,76,4.8,Эксмо,2014,твердый переплет,416,Русский,65,7,2,0,2
Спеши любить, Н. Спаркс,54,4.9,АСТ,2016,мягкая обложка,224,Русский,51,1,0,2,0
Заводной апельсин, Э. Бёрджесс,29,4.4,АСТ,2014,мягкая обложка,256,Русский,18,8,2,0,1
Как хочет женщина. Мастер-класс по науке секса, Эмили Нагоски,10,4.8,"Манн, Иванов и Фербер",2016,мягкая обложка,336,Русский,9,0,1,0,0
"Психология лжи. Обмани меня, если сможешь", П. Экман,19,4.6,Питер,2018,твердый переплет,384,Русский,15,2,1,1,0
"Дом, в котором...", Мариам Петросян,35,4.8,Гаятри,2009,твердый переплет,960,Русский,31,2,1,0,1
Английский для детей (с черно-белыми иллюстрациями), Скультэ В.И.,34,4.9,Айрис-пресс,2017,твердый переплет,496,Русский,32,2,0,0,0
11/22/63, С. Э. Кинг,8,5,АСТ,2013,твердый переплет,800,Русский,8,0,0,0,0
Похититель детей, Бром Джеральд,8,4.9,АСТ,2018,суперобложка,624,Русский,7,1,0,0,0
"Номер 1. Как стать лучшим в том, что ты делаешь", И. Б. Манн,19,4.8,"Манн, Иванов и Фербер",2018,твердый переплет,240,Русский,17,0,2,0,0
История о магии, К. Колфер,,,АСТ,2020,твердый переплет,608,Русский,,,,,
"Женщины созданы, чтобы их...", В. Прах,25,4.8,АСТ,2018,твердый переплет,256,Русский,23,0,2,0,0
"Механизмы работы мозга, которые делают нас богатыми. Понять, освоить, применить", Н. Хилл,9,4.9,АСТ,2018,мягкая обложка,,Русский,8,1,0,0,0
Убийство в «Восточном экспрессе», А. Кристи,2,5,Эксмо,2018,мягкая обложка,320,Русский,2,0,0,0,0
Читаем по слогам. Крупные буквы, О. С. Жукова,19,4.9,АСТ,2016,мягкая обложка,32,Русский,17,2,0,0,0
"Продажи, переговоры. Практика, примеры", Азимов С.,10,4.4,Прогресс книга,2018,твердый переплет,320,Русский,7,2,0,0,1
Не хочу взрослеть. Моя жизнь в комиксах Сары Андерсен, С. Андерсен,15,4.9,Эксмо,2016,твердый переплет,112,Русский,14,1,0,0,0
"Жизнь взаймы, или У неба любимчиков нет", Э. М. Ремарк,5,4.4,АСТ,2018,мягкая обложка,384,Русский,3,1,1,0,0
Назад к тебе, С. Джио,75,4.8,Эксмо,2018,твердый переплет,320,Русский,67,6,1,0,1
Большая книга про вас и вашего ребенка, Л. В. Петрановская,45,4.9,АСТ,2016,твердый переплет,432,Русский,42,2,0,1,0
Эмоциональный интеллект руководителя. Как развивать и применять," Дэвид Карузо, Питер Сэловей",4,5,Питер,2016,мягкая обложка,320,Русский,4,0,0,0,0
Унесенные ветром, М. Митчелл,4,5,Азбука-Аттикус,2020,твердый переплет,1088,Русский,4,0,0,0,0
Преступление и наказание, Ф. М. Достоевский,,,АСТ,2019,твердый переплет,672,Русский,,,,,
"Наклейки на банки ""Варенье, компоты, напитки"". Рецепты для консервирования",,3,4.7,Стрекоза,2013,мягкая обложка,8,Русский,2,1,0,0,0
Джейн Эйр, Ш. Бронте,55,5,Азбука,2018,твердый переплет,608,Русский,54,1,0,0,0
Взрослая книга о детской иллюстрации. Как нарисовать свою яркую историю, Э. Эллис,2,5,"Манн, Иванов и Фербер",2020,твердый переплет,240,Русский,2,0,0,0,0
Фантастические твари и где они обитают. Оригинальный сценарий, Дж. К. Роулинг,11,4.5,Махаон,2017,суперобложка,304,Русский,9,1,0,0,1
Самурай без меча, К. Масао,26,4.8,Попурри,2019,интегральный переплет,208,Русский,22,3,0,1,0
Демиан, Г. Гессе,22,4.9,АСТ,2014,мягкая обложка,224,Русский,21,0,1,0,0
Круг женской силы. Энергии стихий и тайны обольщения, Л. Ренар,27,4.7,Эксмо,2015,твердый переплет,320,Русский,25,0,0,0,2
Гарри Поттер и Орден Феникса, Дж. К. Роулинг,8,4.5,Махаон,2018,твердый переплет,896,Русский,5,2,1,0,0
Чайка Джонатан Ливингстон (полная авторская версия), Р. Д. Бах,14,4.7,София,2018,твердый переплет,128,Русский,12,0,2,0,0
Милые кости, Э. Сиболд,25,4.5,Like Book,2019,твердый переплет,384,Русский,19,2,2,1,1
Если с ребёнком трудно, Л. В. Петрановская,46,5,АСТ,2013,твердый переплет,144,Русский,45,1,0,0,0
Дыши. Списки на все случаи жизни, Редакторы журнала Breathe,1,5,"Манн, Иванов и Фербер",2019,мягкая обложка,128,Русский,1,0,0,0,0
Метафорические ассоциативные карты «она», К. Крюгер,46,4.9,Речь,2016,149 x 104 x 25,,Русский,43,2,1,0,0
Комментарий к Налоговому кодексу Республики Казахстан,,5,4.6,Национальная палата предпринимателей Республики Казахстан,2020,мягкая обложка,1480,Русский,4,0,1,0,0
Перси Джексон и похититель молний, Р. Риордан,30,5,Домино,2010,твердый переплет,512,Русский,30,0,0,0,0
Оракул мадам Ленорман. Руководство для гадания и предсказания судьбы (36 карт + инструкция в коробке),,26,5,Эксмо,2018,мягкая обложка,48,Русский,26,0,0,0,0
Большой атлас анатомии человека,,21,4.9,Астрель,2014,мягкая обложка,72,Русский,19,2,0,0,0
Двадцать тысяч лье под водой, Ж. Верн,31,4.9,Азбука,2018,твердый переплет,480,Русский,28,2,1,0,0
Дети капитана Гранта, Ж. Верн,29,4.9,Азбука,2018,твердый переплет,640,Русский,27,1,1,0,0
Грамматика корейского языка для начинающих. LECTA," Ч. Ан, К. Ли, Х. Хан",2,5,АСТ,2018,мягкая обложка,,Корейский-Русский,2,0,0,0,0
Самые яркие звезды, А. Тодд,4,5,Эксмо,2020,твердый переплет,288,офсет,4,0,0,0,0
Дневник памяти, Н. Спаркс,22,4.8,АСТ,2015,мягкая обложка,256,Русский,20,1,0,0,1
"Богатый папа, бедный папа для подростков", Р. Т. Кийосаки,9,5,Попурри,2019,твердый переплет,128,Русский,9,0,0,0,0
Алая река, Л. Мур,,,Эксмо,2020,твердый переплет,448,офсет,,,,,
Қазақ халық ертегілері,,7,5,Фолиант,2018,твердый переплет,,Казахский,7,0,0,0,0
"Быть счастливой, а не удобной! Как перестать быть жертвой, вырваться из разрушающих отношений и начать жить счастливо", Д. Сатья,6,5,АСТ,2019,твердый переплет,256,Русский,6,0,0,0,0
Триумфальная арка, Э. М. Ремарк,34,5,АСТ,2017,твердый переплет,512,Русский,33,1,0,0,0
2500 задач по математике с ответами ко всем задачам. 1-4 классы," О. В. Узорова, Е. А. Нефедова",21,5,АСТ,2016,мягкая обложка,256,Русский,20,1,0,0,0
Материнская любовь, А. А. Некрасов,31,4.9,Астрель,2013,мягкая обложка,256,Русский,28,2,1,0,0
Злой король, Х. Блэк,13,5,Freedom,2019,твердый переплет,448,Русский,13,0,0,0,0
Гибкое сознание. Новый взгляд на психологию развития взрослых и детей, Кэрол Дуэк,6,4.2,"Манн, Иванов и Фербер",2020,твердый переплет,304,Русский,3,2,0,1,0
Подставка для книг «Планеты»,,,,,,,,,,,,,
Динозавры, Р. Ферт,155,4.9,Росмэн,2012,твердый переплет,46,Русский,151,2,1,0,1
Полный курс кройки и шитья. Конструирование модной одежды. Преобразование выкройки-основы, Т. Жилевска,14,4.8,Эксмо,2017,твердый переплет,348,Русский,12,1,1,0,0
Все приключения Незнайки, Н. Н. Носов,13,4.7,Росмэн,2018,твердый переплет,,Русский,10,2,1,0,0
После, А. Тодд,2,5,Эксмо,2019,мягкая обложка,592,Русский,2,0,0,0,0
Путь к финансовой свободе, Б. Шефер,,,Попурри,2020,мягкая обложка,336,мягкая обложка,,,,,
По ком звонит колокол, Э. М. Хемингуэй,4,5,АСТ,2016,мягкая обложка,704,Русский,4,0,0,0,0
Утреннее сияние, С. Джио,13,4.8,Эксмо,2018,мягкая обложка,416,Русский,11,2,0,0,0
Творец Заклинаний, С. де Кастелл,10,4.9,Эксмо,2018,твердый переплет,480,Русский,9,1,0,0,0
"Автостопом по Галактике. Ресторан ""У конца Вселенной""", Д. Адамс,26,4.7,АСТ,2014,мягкая обложка,320,Русский,23,0,1,1,1
Большая книга тайн для мальчиков," С. С. Пирожник, А. Г. Мерников",29,5,АСТ,2015,твердый переплет,208,Русский,29,0,0,0,0
Загадка закрытого ящика, Х. Вебб,49,5,Эксмо,2016,твердый переплет,224,Русский,48,1,0,0,0
Куриный бульон для души. 101 лучшая история," М. В. Хансен, Дж. Кэнфилд",90,4.7,Эксмо,2016,мягкая обложка,352,Русский,73,8,7,2,0
"Человек, который смеется", В. Гюго,5,4.8,АСТ,2015,мягкая обложка,704,Русский,4,1,0,0,0
"Кафе на краю земли. Как перестать плыть по течению и вспомнить, зачем ты живешь",,10,4.6,Эксмо,2018,интегральный переплет,160,Русский,9,0,0,0,1
Пропавший изумруд, Х. Вебб,17,5,Эксмо,2016,твердый переплет,224,Русский,17,0,0,0,0
Благие знамения," Т. Пратчетт, Н. Гейман",13,5,Эксмо,2019,твердый переплет,512,Русский,13,0,0,0,0
Альбом целительных аффирмаций для раскрашивания и отдыха, Л. Хей,19,4.8,Эксмо,2016,мягкая обложка,96,Русский,17,1,1,0,0
Методика раннего развития Глена Домана. От 0 до 4 лет,,20,4.6,Эксмо,2013,твердый переплет,224,Русский,14,4,2,0,0
Бремя страстей человеческих, У. С. Моэм,9,4.9,АСТ,2015,мягкая обложка,800,Русский,8,1,0,0,0
Рискуя собственной шкурой. Скрытая асимметрия повседневной жизни, Талеб Н.Н.,4,4.5,Иностранка / КоЛибри,2018,твердый переплет,384,Русский,3,0,1,0,0
Магия утра. Ежедневник," Хэл Элрод, Х. Кордер, Н. Джанджи",7,4.7,"Манн, Иванов и Фербер",2018,мягкая обложка,208,Русский,6,0,1,0,0
На пределе. Неделя без жалости к себе, Э. Ларссен,27,4.6,"Манн, Иванов и Фербер",2019,мягкая обложка,208,Русский,23,1,0,1,2
"Карма и Радикальное Прощение: Пробуждение к сознанию о том, кто ты есть", К. Типпинг,3,5,София,2019,мягкая обложка,224,Русский,3,0,0,0,0
Алая королева, Авеярд В.,3,5,Freedom,2019,твердый переплет,544,Русский,3,0,0,0,0
Карта мира для детей,,81,4.3,БЕЛЛСИ,2014,мягкая обложка,1,Русский,48,18,8,4,3
"Как общаться с трудными людьми. Слышать, понимать, договариваться и справляться с эмоциями", М. Эннесли,,,Альпина Паблишер,2020,твердый переплет,192,Русский,,,,,
Чертоги разума, А. В. Курпатов,6,5,Капитал,2018,твердый переплет,416,Русский,6,0,0,0,0
Умные игры с картами. Английские неправильные глаголы. Уровень 1, П. А. Степичев,6,5,Айрис-пресс,2018,89x116/17,,Английский-Русский,6,0,0,0,0
Унесенные ветром. Том 1, М. Митчелл,6,5,Эксмо,2020,твердый переплет,640,Русский,6,0,0,0,0
Pop up энциклопедия. Живая планета. Моря и океаны (книжка-панорамка),,2,5,Malamalama,2019,переплет из картона,,Русский,2,0,0,0,0
Уроки чистописания и грамотности. Обучающие прописи, Н. С. Жукова,57,5,Эксмо,2013,мягкая обложка,120,Русский,56,0,1,0,0
Как научиться учиться. Навыки осознанного усвоения знаний, У. Бозер,,,Альпина Паблишер,2020,твердый переплет,368,Русский,,,,,
Всё та же я, Дж. Мойес,39,4.8,Иностранка,2020,твердый переплет,576,Русский,36,1,1,1,0
Среди тысячи лиц, С. Джио,34,4.8,Эксмо,2017,твердый переплет,352,Русский,31,2,0,0,1
Закон высоких девушек, Дж. Макгрегор,4,5,Like Book,2019,твердый переплет,352,Русский,4,0,0,0,0
Продажное королевство, Л. Бардуго,11,5,АСТ,2018,твердый переплет,672,Русский,11,0,0,0,0
100 окошек - открывай-ка!,,46,4.8,Эксмо,2014,твердый переплет,24,Русский,40,4,2,0,0
Тошнота, Ж.-П. Сартр,6,4.5,АСТ,2013,мягкая обложка,320,Русский,4,1,1,0,0
Дневники Вишенки. Том 1. Каменный зоопарк, Ж. Шамблен,18,5,"Манн, Иванов и Фербер",2017,твердый переплет,80,Русский,18,0,0,0,0
Большая книга сказок для малышей, Коллектив авторов,2,5,Росмэн,2019,твердый переплет,,Русский,2,0,0,0,0
25 Days to a Better English. Grammar," Е. В. Макарова, Пархамович Т.В.",2,4.5,Попурри,2019,мягкая обложка,80,сборники заданий и упражнений,1,1,0,0,0
Маленький принц. Pre-Intermediate, А. де Сент-Экзюпери,2,5,АСТ,2019,мягкая обложка,320,Английский,2,0,0,0,0
Сказки на ночь для юных бунтарок. 100 вдохновляющих историй о невероятных женщинах," Ф. Кавальо, Е. Фавильи",36,4.9,Эксмо,2018,твердый переплет,224,Русский,35,0,1,0,0
Ходячий замок, Д. У. Джонс,35,4.9,Азбука,2012,твердый переплет,448,Русский,33,1,1,0,0
Фонарик для чтения «Android»,,8,4.6,,,,,,,,,6,1
"1 класс. Обучение грамоте. Рабочие тетради №1, 2", Коллектив авторов,25,5,Алматыкiтап (Алматыкитап),2019,мягкая обложка,108,рабочие тетради,25,0,0,0,0
Школа Жуковой «Развитие речи», М. А. Жукова,1,5,УМка,2017,твердый переплет,,Русский,1,0,0,0,0
Потому что я тебя люблю, Г. Мюссо,35,4.5,Эксмо,2018,мягкая обложка,384,Русский,30,0,1,2,2
Как научить ребенка учиться, К. Вордерман,3,4.3,"Манн, Иванов и Фербер",2017,интегральный переплет,256,Русский,2,0,1,0,0
До встречи с тобой, Дж. Мойес,222,4.9,Иностранка,2013,твердый переплет,480,Русский,203,10,7,2,0
Краткие ответы на большие вопросы, С. Хокинг,6,5,Эксмо,2018,твердый переплет,256,Русский,6,0,0,0,0
Вино из одуванчиков, Р. Брэдбери,29,4.2,Эксмо,2017,твердый переплет,320,Русский,20,2,2,2,3
Гордость и предубеждение. Уникальная методика обучения языку В. Ратке, Д. Остин,21,5,АСТ,2017,мягкая обложка,320,Английский,20,1,0,0,0
"Отец. Как воспитать чемпионов в спорте, бизнесе и жизни"," И. В. Рыбаков, А. Нурмагомедов",,,АСТ,2019,твердый переплет,256,Русский,,,,,
30000 примеров по математике. 2 класс," О. В. Узорова, Е. А. Нефедова",4,5,АСТ,2018,мягкая обложка,128,Русский,4,0,0,0,0
Гордость и предубеждение, Дж. Остен,1,5,Эксмо,2019,мягкая обложка,416,Русский,1,0,0,0,0
"Думай и богатей! Самое полное издание, исправленное и дополненное", Н. Хилл,14,4.9,АСТ,2019,мягкая обложка,384,Русский,13,1,0,0,0
Цель. Процесс непрерывного улучшения, Э. Голдратт,2,5,Попурри,2019,твердый переплет,400,Русский,2,0,0,0,0
Жестокий век, И. К. Калашников,12,4.8,АСТ,2018,интегральный переплет,864,Русский,10,2,0,0,0
До встречи с тобой, Дж. Мойес,8,5,Иностранка,2019,мягкая обложка,480,Русский,8,0,0,0,0
Зачем мы спим. Новая наука о сне и сновидениях, М. Уолкер,7,5,Азбука-Аттикус,2018,твердый переплет,480,Русский,7,0,0,0,0
Полный курс немецкого языка,,51,5,АСТ,2015,мягкая обложка,512,Русский,49,2,0,0,0
Хрестоматия. 2 класс,,31,4.9,Самовар,2014,твердый переплет,320,Русский,29,2,0,0,0
Самая полная книга-тренажер для развития мозга! Новые тренинги для ума, А. Могучий,27,4.7,АСТ,2015,твердый переплет,448,Русский,24,1,0,1,1
"Как объяснить ребенку науку. Иллюстрированный справочник для родителей по биологии, химии и физике", К. Вордерман,3,5,"Манн, Иванов и Фербер",2016,интегральный переплет,,Русский,3,0,0,0,0
Али и Нино, Курбан С.,26,4.5,Азбука,2017,мягкая обложка,320,Русский,20,2,2,0,2
"Давай поговорим про ЭТО: о девочках, мальчиках, младенцах, семьях и теле", Р. Харрис,10,4.8,Эксмо,2016,твердый переплет,64,Русский,9,0,1,0,0
"Вальс гормонов. Вес, сон, секс, красота и здоровье как по нотам", Н. А. Зубарева,182,4.8,АСТ,2017,твердый переплет,352,Русский,165,5,6,1,5
Психология влияния, Р. Б. Чалдини,2,5,Питер,2019,мягкая обложка,480,Русский,2,0,0,0,0
Скорочтение. 200 текстов, М. А. Жукова,2,5,УМка,2019,твердый переплет,,офсет,2,0,0,0,0
"Твоя вторая жизнь, или книга о счастье", Р. Джордано,133,4.8,Эксмо,2016,мягкая обложка,320,Русский,118,7,4,3,1
Мне тебя обещали, Э. Сафарли,42,4,АСТ,2015,мягкая обложка,288,Русский,26,5,3,2,6
"Возлюби болезнь свою. Как стать здоровым, познав радость жизни", В. В. Синельников,24,5,Центрполиграф,2020,мягкая обложка,249,Русский,24,0,0,0,0
Ворон, Д. О'Барр,1,5,Азбука,2020,твердый переплет,280,Русский,1,0,0,0,0
"Выживи, сынок", П. Ятай,29,4.9,Амфора,2010,мягкая обложка,287,Русский,28,0,1,0,0
Джекаби. Все мистические расследования, У. Риттер,,,АСТ,2020,твердый переплет,832,Русский,,,,,
Маленький принц, А. де Сент-Экзюпери,19,4.9,Эксмо,2011,твердый переплет,104,Русский,18,0,1,0,0
После ссоры, А. Тодд,6,4.5,Эксмо,2016,мягкая обложка,736,Русский,5,0,0,1,0
Комплект занимательных карточек по обучению грамоте, А. А. Штец,4,5,Айрис-пресс,2020,мягкая обложка,288,Русский,4,0,0,0,0
Капитал: критика политической экономии. Том I, К. Маркс,4,4.8,Эксмо,2017,твердый переплет,1200,Русский,3,1,0,0,0
"Главное в истории искусств. Ключевые работы, темы, направления, техники", С. Ходж,5,5,"Манн, Иванов и Фербер",2018,твердый переплет,,Русский,5,0,0,0,0
Властелин колец, Дж. Р. Р. Толкин,46,5,АСТ,2016,твердый переплет,1696,Русский,45,1,0,0,0
"Еда и мозг на практике. Программа для развития мозга, снижения веса и укрепления здоровья"," К. Лоберг, Д. Перлмуттер",4,5,"Манн, Иванов и Фербер",2018,мягкая обложка,288,Русский,4,0,0,0,0
Гравити Фолз. Счастливого Летоуина. Супермаркет ужасов,,2,5,Эксмо,2019,твердый переплет,64,Русский,2,0,0,0,0
Разбуди в себе исполина, Т. Роббинс,,,Попурри,2019,твердый переплет,576,Русский,,,,,
Северное сияние, Ф. Пулман,21,5,АСТ,2016,суперобложка,416,Русский,21,0,0,0,0
The One. Единственный, Д. Маррс,4,5,Эксмо,2020,твердый переплет,416,Русский,4,0,0,0,0
Расскажи мне о море, Э. Сафарли,60,4.6,АСТ,2016,твердый переплет,320,Русский,49,6,2,0,3
Исцеляющая сила мысли, Л. Хей,16,5,Эксмо,2016,мягкая обложка,448,Русский,16,0,0,0,0
Научись читать по-английски, Л. Камионская,3,5,Феникс,2020,мягкая обложка,109,Русский,3,0,0,0,0
Преступление и наказание, Ф. М. Достоевский,23,4.7,Азбука,2018,твердый переплет,608,Русский,20,1,1,1,0
Психология влияния, Р. Б. Чалдини,1,5,Питер,2019,твердый переплет,336,Русский,1,0,0,0,0
Даты и судьбы. Большая книга нумерологии, А. Ф. Александров,3,4.7,РИПОЛ классик,2017,твердый переплет,,Русский,2,1,0,0,0
Внутри убийцы, М. Омер,8,4.9,Эксмо,2019,твердый переплет,416,Русский,7,1,0,0,0
Политическая карта Мира (101х70 см),,54,4.9,,,,,,,,,50,2
Хрестоматия. 3-4 классы,,35,5,Самовар,2011,твердый переплет,320,Русский,34,1,0,0,0
Идиот, Ф. М. Достоевский,30,5,Азбука,2018,твердый переплет,640,Русский,29,1,0,0,0
Дюна, Ф. Герберт,,,АСТ,2020,мягкая обложка,800,Русский,,,,,
Как помочь ребенку повзрослеть. Иллюстрированное руководство для родителей по переходному возрасту, Р. Уинстон,4,4.8,"Манн, Иванов и Фербер",2018,интегральный переплет,244,Русский,3,1,0,0,0
Моя геройская академия. Книга 3, К. Хорикоси,1,5,Азбука,2020,твердый переплет,392,Русский,1,0,0,0,0
Как заставить работать мозг в любом возрасте. Японская система развития интеллекта и памяти, Р. Кавашима,7,4.6,Питер,2019,мягкая обложка,160,Русский,5,1,1,0,0
"Тук-тук, сердце! Как подружиться с самым неутомимым органом и что будет, если этого не сделать", Й. Х. Борстель,13,5,Эксмо,2016,твердый переплет,256,Русский,13,0,0,0,0
Тайна мальчика из джунглей, Х. Вебб,12,5,Эксмо,2016,твердый переплет,224,Русский,12,0,0,0,0
Сорок правил любви, Э. Шафак,42,4.6,Азбука,2015,мягкая обложка,416,Русский,36,0,4,1,1
"Теряя невинность. Как я построил бизнес, делая все по-своему и получая удовольствие от жизни", Р. Брэнсон,5,5,Альпина Паблишер,2019,мягкая обложка,552,Русский,5,0,0,0,0
Альбом по развитию речи для самых маленьких," Е. Савостьянова, С. В. Батяева",374,4.9,Росмэн,2017,мягкая обложка,88,Русский,347,24,1,1,1
"Другая книга, которой нет. 20 наиболее эффективных инструментов саморазвития", А.  Новак,9,4.8,Питер,2019,интегральный переплет,176,Русский,7,2,0,0,0
Amazon. От офиса в гараже до $10 млрд годового дохода," Н. Берг, М. Найтс",,,Бомбора,2020,твердый переплет,336,Русский,,,,,
Сияние = The Shining, С. Э. Кинг,7,4.9,АСТ,2018,мягкая обложка,480,Английский,6,1,0,0,0
Зеленая миля, С. Э. Кинг,69,4.9,Астрель,2012,твердый переплет,381,Русский,64,3,2,0,0
"Как влиять на людей и выработать уверенность в себе, выступая публично", Д. Карнеги,2,5,АСТ,2019,твердый переплет,256,Русский,2,0,0,0,0
Стартап: Настольная книга основателя. Пошаговое руководство по построению великой компании с нуля," С. Бланк, Б. Дорф",3,5,Альпина Паблишер,2020,твердый переплет,624,Русский,3,0,0,0,0
